titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt0095840	2	Payback	ES		imdbDisplay		0
tt0095840	3	Payback	US		imdbDisplay		0
tt0095840	4	900万ドルの脱獄囚	JP	ja	imdbDisplay		0
tt0095840	5	Payback			original		1
tt0095902	1	Primo Baby	CA				0
tt0096025	1	Sailors Don't Cry			original		1
tt0096025	2	Sailors Don't Cry	US		imdbDisplay		0
tt0096025	3	Sailors Don't Cry	BE				0
tt0096035	1	Sapphire Man			original		1
tt0096035	2	Sapphire Man	US		imdbDisplay		0
tt0096038	1	Saturday Night Special	US		imdbDisplay		0
tt0096038	2	Saturday Night Special			original		1
tt0096038	3	Unbarmherzig geil	XWG				0
tt0096075	1	Sexpot	US		imdbDisplay		0
tt0096075	2	Sexpot			original		1
tt0096075	3	Sexpot	GB		imdbDisplay		0
tt0096075	4	Viúva Carente Necessita Conforto	PT		imdbDisplay		0
tt0096075	5	Naczynie rozkoszy	PL				0
tt0096090	1	Leung seung ching yuen			original		1
tt0096090	2	The Killer's Love	HK	en			0
tt0096090	3	Liang xiang qing yuan	HK	cmn			0
tt0096090	4	真假舞男	TW		imdbDisplay		0
tt0096107	1	Семь дней недели	SUHH	ru	imdbDisplay		0
tt0096107	2	Επτά μέρες τη βδομάδα	GR		imdbDisplay		0
tt0096107	3	La semaine de sept jours	FR				0
tt0096107	4	Siedem dni w tygodniu					0
tt0096107	5	Seven Days a Week - CITY LIFE - Warsaw			original		1
tt0096107	6	Seven Days a Week					0
tt0096107	7	Siedem dni w tygodniu -City Life - Warszawa	NL		alternative		0
tt0096107	8	Seven Days a Week - CITY LIFE - Warsaw	PL		imdbDisplay		0
tt0096135	1	Sometime in August	GB				0
tt0096154	10	Kém Rt. - Kémek, hazugságok, alibik	HU		imdbDisplay		0
tt0096154	11	Spie, pasticci e bugie	IT		imdbDisplay		0
tt0096154	1	Espiões e Aldrabões	PT		imdbDisplay		0
tt0096154	2	Code Name: Chaos					0
tt0096154	3	Spies Inc.			original		1
tt0096154	4	Die Chaoten-Spione	XWG				0
tt0096154	5	S.P.O.O.K.S.					0
tt0096154	6	Tres espías y medio	ES		imdbDisplay		0
tt0096154	7	Spies, Lies and Alibis					0
tt0096154	8	Spies Inc.	US		imdbDisplay		0
tt0096154	9	Triple danger	FR		imdbDisplay		0
tt0096174	1	Stela	XYU				0
tt0096177	1	Kallitehnis dolofonos	GR		video		0
tt0096177	2	Still Life	GB		imdbDisplay		0
tt0096177	3	Still Life			original		1
tt0096177	4	Frayeurs partagées	CA	fr	imdbDisplay		0
tt0096177	5	Art Killer Framed					0
tt0096177	6	В жертва на изкуството	BG	bg	imdbDisplay		0
tt0096177	7	Still Life: The Fine Art of Murder	US				0
tt0096222	1	To hok ngoi juen	HK	yue		alternative transliteration	0
tt0096222	2	逃學歪傳	TW		imdbDisplay		0
tt0096222	3	Tao xue wai zhuan			original		1
tt0096222	4	To Miss with Love	US		imdbDisplay		0
tt0096222	5	Cup cua	VN		video		0
tt0096222	6	To Miss with Love	XWW	en	imdbDisplay		0
tt0096222	7	To Miss with Love	GB		imdbDisplay		0
tt0096254	1	That Burning Question			original		1
tt0096254	2	That Burning Question	US		imdbDisplay		0
tt0096345	1	Unter Freunden			original		1
tt0096345	2	Unter Freunden	DE		imdbDisplay		0
tt0096346	1	Der Untergang des goldenen Webstuhls			original		1
tt0096346	2	Der Untergang des goldenen Webstuhls	XWG		imdbDisplay		0
tt0096397	1	Oi 6 eromenes	GR		video		0
tt0096397	2	Vita da cane	CA				0
tt0096397	3	Vita da cane			original		1
tt0096405	1	Vroom			original		1
tt0096405	2	Vroom	GR		imdbDisplay		0
tt0096405	3	嗚聲	TW		imdbDisplay		0
tt0096405	4	Vroom	GB		imdbDisplay		0
tt0096405	5	Kuuma lähtö	FI				0
tt0096405	6	ブルーム	JP	ja	imdbDisplay		0
tt0096405	7	Vroom! - Ab in die Freiheit	XWG				0
tt0096405	8	Estrada sem Fim	PT				0
tt0096405	9	Vroom	US		imdbDisplay		0
tt0096469	1	Ng yeh tin si	HK	yue		original subtitled version	0
tt0096469	2	Wu ye tian shi			original		1
tt0096469	3	Midnight Angel	HK	en			0
tt0096469	4	The Legend of Heroism					0
tt0096469	5	Midnight Angel	US		imdbDisplay		0
tt0096469	6	The Justice Women					0
tt0096500	1	Zbabelec	CSHH		imdbDisplay		0
tt0096500	2	Zbabelec			original		1
tt0096513	10	The Best Thief Partner				literal English title	0
tt0096513	11	Outlaw Brothers	US		imdbDisplay		0
tt0096513	12	Outlaw Brothers	GB		dvd		0
tt0096513	13	Jui gaai chak paak dong	HK	yue	imdbDisplay		0
tt0096513	1	The Outlaws					0
tt0096513	2	Zui jia zei pai dang	HK	cmn	imdbDisplay		0
tt0096513	3	Born to Fight 4	DE		imdbDisplay		0
tt0096513	4	Jui gaai chak paak dong			original		1
tt0096513	5	Born to Fight 4	HU				0
tt0096513	6	Outlaw Brothers	HK	en			0
tt0096513	7	Outlaw Brothers	XWW	en	imdbDisplay		0
tt0096513	8	The Outlaw Brothers	HK	en			0
tt0096513	9	Me doloma mia porche	GR		dvd		0
tt0096749	1	Abatjour 2	IT		imdbDisplay		0
tt0096749	2	Abatjour 2			original		1
tt0096749	3	Il sofà... di Madame X	IT		alternative		0
tt0096749	4	Tavan Penceresi	TR	tr	alternative		0
tt0096749	5	Il sofà	IT		alternative		0
tt0096749	6	7 Gün 7 Gece	TR	tr	imdbDisplay		0
tt0096752	1	Abraham's Gold	XWW	en		informal literal title	0
tt0096752	2	Abrahams Gold	XWG		imdbDisplay		0
tt0096752	3	Abrahams Gold			original		1
tt0096752	4	Abrahams Gold	GB		imdbDisplay		0
tt0096752	5	Złoto Abrahama	PL		imdbDisplay		0
tt0096752	6	O Ouro de Abraão	BR		imdbDisplay		0
tt0096752	7	Oro di Abramo	IT				0
tt0096763	1	Adultery	US		imdbDisplay		0
tt0096763	2	Adulterio	VE				0
tt0096763	3	Adultery			original		1
tt0096767	1	African Express	GB		imdbDisplay		0
tt0096767	2	Africa Express	GR		video		0
tt0096767	3	African Express	ZA				0
tt0096767	4	African Express			original		1
tt0096775	1	Agneekaal	IN				0
tt0096780	1	Das Alaska Syndrom	DE		imdbDisplay		0
tt0096780	2	Das Alaska Syndrom			original		1
tt0096781	1	'Itch	GB				0
tt0096786	10	Börtönbolygó	HU		imdbDisplay		0
tt0096786	11	Alienator	SE		imdbDisplay		0
tt0096786	12	Alienators 2	JP			video box title	0
tt0096786	13	Враждебный пришелец	SUHH	ru	imdbDisplay		0
tt0096786	14	Alienator	AU		imdbDisplay		0
tt0096786	15	Alienator	GR		video		0
tt0096786	16	Alienator	MX		imdbDisplay		0
tt0096786	17	Alienator - A Exterminadora Indestrutível	BR		imdbDisplay		0
tt0096786	18	Alienator	ES		imdbDisplay		0
tt0096786	19	Alienator	IN	en	imdbDisplay		0
tt0096786	1	Alienator	CA	en	imdbDisplay		0
tt0096786	20	Alienator			original		1
tt0096786	2	Ворожий прибулець	UA		imdbDisplay		0
tt0096786	3	Alienator	GB		imdbDisplay		0
tt0096786	4	Eiriannêtâ 2	JP		imdbDisplay		0
tt0096786	5	Aliennators 2	JP	en	imdbDisplay		0
tt0096786	6	Alienator	US		imdbDisplay		0
tt0096786	7	Alienator - Der Vollstrecker aus dem All	DE		imdbDisplay		0
tt0096786	8	Alienator	PL		imdbDisplay		0
tt0096786	9	Alienator - Der Vollstrecker aus dem All	XWG				0
tt0096797	1	La amante	ES	eu	imdbDisplay		0
tt0096797	2	Malù e l'amante			original		1
tt0096797	3	Amante: The Lover					0
tt0096797	4	L'amante di Lady Chatterley	IT			new title	0
tt0096797	5	The Loves of Lady Chatterley	US			video box title	0
tt0096797	6	Sokaktan gelen kadın	TR	tr	imdbDisplay		0
tt0096797	7	L'amant de Lady Chatterley	FR		tv		0
tt0096797	8	チャタレイ夫人の恋人	JP	ja	imdbDisplay		0
tt0096797	9	Malù e l'amante	KR		imdbDisplay		0
tt0096811	10	Fatal Vacation	US		imdbDisplay		0
tt0096811	11	An le zhan chang	HK	cmn	imdbDisplay		0
tt0096811	1	Fatal Vacation	XWW	en	imdbDisplay		0
tt0096811	2	Fatalne wakacje	PL		imdbDisplay		0
tt0096811	3	Fatal Vacation	HK	en			0
tt0096811	4	Fatal Vacation	GB		imdbDisplay		0
tt0096811	5	Fatal Vacation	AU		imdbDisplay		0
tt0096811	6	Viagem Ao Inferno	BR		imdbDisplay		0
tt0096811	7	An le zhan chang			alternative		0
tt0096811	8	On lok jin cheung	HK	yue			0
tt0096811	9	On lok jin cheung			original		1
tt0096817	10	Angels	GB		imdbDisplay		0
tt0096817	11	Les anges	CH	fr	alternative		0
tt0096817	12	Angels	XWW	en	imdbDisplay		0
tt0096817	1	Änglarna	SE		imdbDisplay		0
tt0096817	2	Anioły	PL		imdbDisplay		0
tt0096817	3	Die Engel	XWG		festival		0
tt0096817	4	Los ángeles			original		1
tt0096817	5	Angels	US		imdbDisplay		0
tt0096817	6	Der schwarze Engel					0
tt0096817	7	Angyalok	HU		imdbDisplay		0
tt0096817	8	Los ángeles	ES		imdbDisplay		0
tt0096817	9	Angels	BE	en			0
tt0096825	1	プレイガールQ 黒い下着の女	JP	ja	imdbDisplay		0
tt0096825	2	Atracção Escaldante	PT				0
tt0096825	3	Any Time, Any Play	IT		imdbDisplay		0
tt0096825	4	Any Time, Any Play	GB		imdbDisplay		0
tt0096825	5	Any Time, Any Play			original		1
tt0096830	1	Aquí huele a muerto... (¡pues yo no he sido!)	ES		imdbDisplay		0
tt0096830	2	Aquí huele a muerto... (¡pues yo no he sido!)			original		1
tt0096837	1	Treinado Para Matar	BR				0
tt0096837	2	Assassination with a Cause	US		alternative		0
tt0096837	3	Επάγγελμα δολοφόνος	GR		imdbDisplay		0
tt0096837	4	Una cita con el destino	ES		imdbDisplay		0
tt0096837	5	The Assassin	GB		imdbDisplay		0
tt0096837	6	The Assassin	MX				0
tt0096837	7	The Assassin			original		1
tt0096837	8	The Assassin	US		imdbDisplay		0
tt0096838	1	Die Mörderin	XWG				0
tt0096838	2	L'assassina			original		1
tt0096838	3	L'assassina	CH				0
tt0096845	1	Атлантическая рапсодия	SUHH	ru	imdbDisplay		0
tt0096845	2	Atlantic Rhapsody	DK		imdbDisplay		0
tt0096845	3	Atlantic Rhapsody - 52 scener från Torshamn	SE				0
tt0096845	4	Atlantic Rhapsody - 52 Bilder aus Tórshaven	XWG				0
tt0096845	5	Atlantic Rhapsody - 52 myndir úr Tórshavn	US		festival		0
tt0096845	6	Atlantic Rhapsody - 52 myndir úr Tórshavn			original		1
tt0096845	7	Rapsodia Atlantilta	FI				0
tt0096857	1	L'Autrichienne	FR		imdbDisplay		0
tt0096857	2	L'Autrichienne			original		1
tt0096857	3	The Austrian Woman	PH	en	imdbDisplay		0
tt0096858	1	«Авария» - дочь мента	SUHH	ru	imdbDisplay		0
tt0096858	2	Avariya - doch menta			original		1
tt0096859	1	El avaro	ES				0
tt0096859	2	Skąpiec	PL		imdbDisplay		0
tt0096859	3	L'avaro			original		1
tt0096859	4	The Miser					0
tt0096859	5	L'avaro	IT		imdbDisplay		0
tt0096860	1	L'aventure extraordinaire d'un papa peu ordinaire	FR		imdbDisplay		0
tt0096860	2	L'aventure extraordinaire d'un papa peu ordinaire			original		1
tt0096860	3	Extraordinary Adventure of an Ordinary Papa	XWW	en			0
tt0096864	1	Grand Theft Hotel	US				0
tt0096871	10	Răul lăuntric	RO		imdbDisplay		0
tt0096871	11	Baby Blood	AU		imdbDisplay		0
tt0096871	12	Baby Blood	FR		imdbDisplay		0
tt0096871	13	Baby Blood	MX		imdbDisplay		0
tt0096871	14	Baby Blood	SE		imdbDisplay		0
tt0096871	15	Baby Blood			original		1
tt0096871	16	Baby Blood	AR		imdbDisplay		0
tt0096871	1	Baby Blood	ID	en	imdbDisplay		0
tt0096871	2	Baby Blood	EC		imdbDisplay		0
tt0096871	3	Baby Blood	US		imdbDisplay		0
tt0096871	4	Baby Blood	SG	en	imdbDisplay		0
tt0096871	5	Baby Blood	GB		imdbDisplay		0
tt0096871	6	Baby Blood	DE		imdbDisplay		0
tt0096871	7	The Evil Within					0
tt0096871	8	Дитя крови	SUHH	ru	imdbDisplay		0
tt0096871	9	Νεανικό αίμα	GR		tv		0
tt0096875	10	Catchfire	US		imdbDisplay		0
tt0096875	11	Catchfire	SG	en	imdbDisplay		0
tt0096875	12	Обратный след	SUHH	ru	imdbDisplay		0
tt0096875	13	Catchfire			original		1
tt0096875	14	Atraída Pelo Perigo	BR				0
tt0096875	15	Tuliliekki	FI		dvd		0
tt0096875	16	Sin retorno	MX		dvd		0
tt0096875	17	Огнен капан	BG	bg	imdbDisplay		0
tt0096875	18	Sto stohastro tou ektelesti	GR		video		0
tt0096875	19	Catchfire	CA	en	imdbDisplay		0
tt0096875	1	Do It the Hard Way					0
tt0096875	20	Une trop belle cible	FR				0
tt0096875	21	Backtrack	US		tv	director's cut	0
tt0096875	22	Kaçış	TR	tr	imdbDisplay		0
tt0096875	23	Backtrack	NO		imdbDisplay		0
tt0096875	24	Tulileikki	FI				0
tt0096875	25	Ore contate	IT				0
tt0096875	26	Testemunha Involuntária	PT				0
tt0096875	27	Backtrack - I skottlinjen	SE		imdbDisplay		0
tt0096875	28	Catchfire	FR		dvd		0
tt0096875	29	Csapdában	HU		alternative		0
tt0096875	2	Catchfire	GB		imdbDisplay		0
tt0096875	30	Une trop belle cible	CA	fr	imdbDisplay		0
tt0096875	31	Backtrack	SE		festival		0
tt0096875	32	Lejemorderen	DK				0
tt0096875	33	Camino de retorno	ES				0
tt0096875	34	Catchfire	PH	en	imdbDisplay		0
tt0096875	35	Στο στόχαστρο του εκτελεστή	GR		imdbDisplay		0
tt0096875	36	Testigo en la mira	MX		imdbDisplay		0
tt0096875	37	ハートに火をつけて（1989）	JP	ja	imdbDisplay		0
tt0096875	38	A szemtanú nyomában	HU				0
tt0096875	3	À contresens	CA	fr	video		0
tt0096875	4	Zlecenie	PL				0
tt0096875	5	Backtrack	FR		imdbDisplay		0
tt0096875	6	Leiemorderen	NO		alternative		0
tt0096875	7	Catchfire	AU				0
tt0096875	8	Camino de retorno	AR				0
tt0096875	9	Catchfire	DE		imdbDisplay		0
tt0096877	10	Esmeralda Bay	US				0
tt0096877	11	Бухта Эсмеральда	RU		imdbDisplay		0
tt0096877	12	Karibian kapinalliset	FI				0
tt0096877	1	Pouvoir corrompu	CA	fr	imdbDisplay		0
tt0096877	2	Slaget om Esmeralda Bay	SE		video		0
tt0096877	3	La Baie d'émeraude	FR		imdbDisplay		0
tt0096877	4	Countdown to Esmeralda Bay	US		imdbDisplay		0
tt0096877	5	La bahía esmeralda	ES		imdbDisplay		0
tt0096877	6	La bahía esmeralda			original		1
tt0096877	7	Esmeralda Bay - Countdown zur Hölle!	XWG			video box title	0
tt0096877	8	Epiheirisi: Esmeralda	GR		video		0
tt0096877	9	Zatoka Esmeralda	PL				0
tt0096879	1	Bal na dworcu w Koluszkach			original		1
tt0096879	2	Bal na dworcu w Koluszkach	PL		imdbDisplay		0
tt0096879	3	The Ball at the Koluszki Junction					0
tt0096883	1	Ballbuster			original		1
tt0096883	2	Ballbuster	US		imdbDisplay		0
tt0096899	1	Bazar Viena	ES		imdbDisplay		0
tt0096899	2	Bazar Viena			original		1
tt0096910	1	Ben Webster: The Brute and the Beautiful	GB				0
tt0096937	1	Blagorodnyy razboynik Vladimir Dubrovskiy			original		1
tt0096937	2	Dubrowski	DDDE				0
tt0096937	3	Благородный разбойник Владимир Дубровский	RU		imdbDisplay		0
tt0096937	4	Благородный разбойник Владимир Дубровский	SUHH	ru	imdbDisplay		0
tt0096954	10	Pesadilla en la medianoche	ES		imdbDisplay		0
tt0096954	11	Krwawy księżyc	PL		imdbDisplay		0
tt0096954	12	Red Moon	DE		video		0
tt0096954	13	Kanlı Ay	TR	tr	imdbDisplay		0
tt0096954	14	Sob a Lua de Sangue	BR		imdbDisplay		0
tt0096954	15	Lune de sang	FR		imdbDisplay		0
tt0096954	16	Bloodmoon	GB		imdbDisplay		0
tt0096954	1	Кровавая луна	SUHH	ru	imdbDisplay		0
tt0096954	2	Bloodmoon	AU		imdbDisplay		0
tt0096954	3	Bloodmoon			original		1
tt0096954	4	Blood Moon	AU			alternative spelling	0
tt0096954	5	Riflessi di sangue	IT		imdbDisplay		0
tt0096954	6	Bloodmoon	US		imdbDisplay		0
tt0096954	7	Luna sangrienta	AR		imdbDisplay		0
tt0096954	8	Luna sangrienta	MX		imdbDisplay		0
tt0096954	9	Кървава луна	BG	bg	imdbDisplay		0
tt0096975	1	Bravo Papa 2040			original		1
tt0096975	2	Bravo Papa 2040	XWG		imdbDisplay		0
tt0096984	1	Nomad Bus					0
tt0096984	2	Бродячий автобус	SUHH	ru	imdbDisplay		0
tt0096984	3	Brodyachiy avtobus			original		1
tt0096992	1	Prishvin's Paper Eyes	XWW	en		informal English title	0
tt0096992	2	Prischwins Papieraugen	XWG				0
tt0096992	3	Prishvin's Paper Eyes					0
tt0096992	4	Bumazhnye glaza Prishvina			original		1
tt0096992	5	Бумажные глаза Пришвина	SUHH	ru	imdbDisplay		0
tt0096995	10	Perigo: Radiativo	BR		imdbDisplay		0
tt0096995	1	Pogorzelisko	PL		imdbDisplay		0
tt0096995	2	Fuego vivo	ES				0
tt0096995	3	Burndown	US		imdbDisplay		0
tt0096995	4	Авария	SUHH	ru	imdbDisplay		0
tt0096995	5	Incubo radioattivo	IT				0
tt0096995	6	Fusion létale	CA	fr	imdbDisplay		0
tt0096995	7	Burndown	ZA				0
tt0096995	8	To olokaftoma	GR		video		0
tt0096995	9	Burndown			original		1
tt0097004	10	Zimny gniew	PL				0
tt0097004	11	Caged Fury	ID	en	imdbDisplay		0
tt0097004	12	Furia enjaulada	ES		imdbDisplay		0
tt0097004	13	Caged Fury	PH	en	imdbDisplay		0
tt0097004	14	Caged Fury	EC		imdbDisplay		0
tt0097004	15	Caged Fury	US		imdbDisplay		0
tt0097004	16	Caged Fury	AU		imdbDisplay		0
tt0097004	17	Οι διεφθαρμένες	GR		imdbDisplay		0
tt0097004	18	Caged Fury	GB		imdbDisplay		0
tt0097004	1	Presídio em Fúria	BR		imdbDisplay		0
tt0097004	2	A Fúria börtönében	HU		imdbDisplay		0
tt0097004	3	Oi dieftharmenes	GR			transliterated title	0
tt0097004	4	Bestien hinter Gittern	XWG				0
tt0097004	5	A Jaula das Mulheres	PT				0
tt0097004	6	Ярость в клетке	SUHH	ru	imdbDisplay		0
tt0097004	7	Caged Fury	FR		imdbDisplay		0
tt0097004	8	A Fúria Börtönében	HU		video		0
tt0097004	9	Caged Fury			original		1
tt0097049	1	Частный детектив, или Операция «Кооперация»	RU		imdbDisplay		0
tt0097049	2	Privatus detektyvas, arba operacija 'Kooperacija'	LT		imdbDisplay		0
tt0097049	3	Prywatny detektyw, czyli Operacja 'Kooperacja'	PL		imdbDisplay		0
tt0097049	4	Chastnyy detektiv, ili operatsiya 'Kooperatsiya'			original		1
tt0097049	5	Частный детектив, или Операция «Кооперация»	SUHH	ru	imdbDisplay		0
tt0097049	6	Private Detective, or Operation Cooperation					0
tt0097057	1	The Child Eater			original		1
tt0097057	2	The Child Eater	GB		imdbDisplay		0
tt0097062	1	Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi			original		1
tt0097062	2	Czarna róża - znak smutku, czerwona róża - znak miłości	PL		imdbDisplay		0
tt0097062	3	Чёрная роза - эмблема печали, красная роза - эмблема любви	RU		imdbDisplay		0
tt0097062	4	Чёрная роза - эмблема печали, красная роза - эмблема любви	SUHH	ru	imdbDisplay		0
tt0097062	5	Black Rose Is an Emblem of Sorrow, Red Rose Is an Emblem of Love					0
tt0097066	1	Citizen Tania			original		1
tt0097066	2	Citizen Tania	US		imdbDisplay		0
tt0097079	1	Cold Justice			original		1
tt0097079	2	Father Jim	US		working		0
tt0097079	3	Corrupción en Chicago	ES				0
tt0097079	4	Cold Justice	GB		imdbDisplay		0
tt0097079	5	Father Jim	CA	en	imdbDisplay		0
tt0097079	6	L'altra faccia di Chicago	IT		imdbDisplay		0
tt0097106	10	Opowieść wiosenna	PL		imdbDisplay		0
tt0097106	11	A Tale of Springtime	US		imdbDisplay		0
tt0097106	12	Frühlingserzählung	XWG				0
tt0097106	13	En vårberättelse	SE				0
tt0097106	14	A Tale of Springtime	CA	en	imdbDisplay		0
tt0097106	15	Forårseventyr	DK		imdbDisplay		0
tt0097106	16	A Tale of Springtime	XWW	en	imdbDisplay		0
tt0097106	17	Conto da Primavera	BR				0
tt0097106	18	Conto de Primavera	PT				0
tt0097106	19	Kevättarina	FI				0
tt0097106	1	Tales of Four Seasons	US			series title	0
tt0097106	20	Весенняя сказка	SUHH	ru	imdbDisplay		0
tt0097106	21	Conte de printemps	FR		imdbDisplay		0
tt0097106	22	Cuento de primavera	ES				0
tt0097106	23	Racconto di primavera	IT				0
tt0097106	24	Forårsfortælling	DK		imdbDisplay		0
tt0097106	25	Et våreventyr	NO		imdbDisplay		0
tt0097106	26	A Tale of Springtime	GB		imdbDisplay		0
tt0097106	27	Cuento de primavera	EC		imdbDisplay		0
tt0097106	28	Ιστορίες της άνοιξης	GR		imdbDisplay		0
tt0097106	2	Tavaszi mese	HU		imdbDisplay		0
tt0097106	3	Poveste de primavară	RO		imdbDisplay		0
tt0097106	4	Conte de printemps	CA	fr	imdbDisplay		0
tt0097106	5	Conte de printemps			original		1
tt0097106	6	A tavasz meséje	HU		alternative		0
tt0097106	7	春天的故事	TW		imdbDisplay		0
tt0097106	8	Contes des quatre saisons: Conte de printemps					0
tt0097106	9	春のソナタ	JP	ja	imdbDisplay		0
tt0097111	1	Vai Trabalhar, Vagabundo II			original		1
tt0097111	2	Coraçao vagabundo	MX				0
tt0097111	3	Amor vagabundo	MX				0
tt0097111	4	Vai Trabalhar, Vagabundo II - A Volta	BR				0
tt0097111	5	Go to Work, Vagabond II	XWW	en			0
tt0097115	10	Courage Mountain	AU		imdbDisplay		0
tt0097115	11	Heidi wird erwachsen	AT				0
tt0097115	12	Heidi ja rohkeuden vuori	FI				0
tt0097115	13	Wzgórze odwagi	PL				0
tt0097115	14	Гора мужества	SUHH	ru	imdbDisplay		0
tt0097115	15	Más allá de la aventura	ES				0
tt0097115	16	Fuga en los Alpes	AR		imdbDisplay		0
tt0097115	17	Haasteiden vuori	FI				0
tt0097115	18	A Montanha da Coragem	PT				0
tt0097115	19	Les chemins du courage	FR		imdbDisplay		0
tt0097115	1	Heidi - Le sentier du courage	FR				0
tt0097115	20	Courage Mountain	GB		imdbDisplay		0
tt0097115	21	La montagna del coraggio	IT		tv		0
tt0097115	22	Flykt över alperna	SE				0
tt0097115	23	Menekülés	HU				0
tt0097115	24	Courage Mountain	US		imdbDisplay		0
tt0097115	2	Планината на смелите	BG	bg	imdbDisplay		0
tt0097115	3	A Montanha da Coragem	BR		imdbDisplay		0
tt0097115	4	A Escolha de Heidi	BR		tv		0
tt0097115	5	Heidi auf der Flucht	DE		tv		0
tt0097115	6	Nightwalker	DE				0
tt0097115	7	Courage Mountain: Heidi's New Adventure	US		dvd		0
tt0097115	8	Courage Mountain			original		1
tt0097115	9	Flykten över alperna	SE				0
tt0097122	1	A Luxury Crime	XWW	en		literal title	0
tt0097122	2	Um Crime de Luxo			original		1
tt0097122	3	Um Crime de Luxo	PT				0
tt0097129	1	Hard Ride	DE		video		0
tt0097129	2	Motocrossfieber	XWG				0
tt0097129	3	Linha de Chegada	BR				0
tt0097129	4	Crossing the Line	US		imdbDisplay		0
tt0097129	5	Crossing the Line			original		1
tt0097129	6	Cruzando la línea	ES		imdbDisplay		0
tt0097140	1	Cézanne: Conversation avec Joachim Gasquet	FR		alternative		0
tt0097140	2	Cézanne - Conversation with Joachim Gasquet	XWW	en	imdbDisplay		0
tt0097140	3	Cézanne - Conversation with Joachim Gasquet	GB		imdbDisplay		0
tt0097140	4	Cézanne				short title	0
tt0097140	5	Cézanne - Dialogue avec Joachim Gasquet (Les éditions Bernheim-Jeune)			original		1
tt0097140	6	Cézanne - Conversation with Joachim Gasquet	US		imdbDisplay		0
tt0097140	7	Cézanne - Dialogue avec Joachim Gasquet (Les éditions Bernheim-Jeune)	FR		imdbDisplay		0
tt0097176	1	Engaño	ES				0
tt0097176	2	Deceit	US		imdbDisplay		0
tt0097176	3	Ámítás	HU		imdbDisplay		0
tt0097176	4	Das Alien vom Highway	XWG				0
tt0097176	5	Alien - O Exterminador	BR		imdbDisplay		0
tt0097176	6	A Segundos do Fim	PT				0
tt0097176	7	Deceit			original		1
tt0097176	8	Заморочка	SUHH	ru	imdbDisplay		0
tt0097184	10	Brandzeichen der Hölle	DE		imdbDisplay		0
tt0097184	11	Djevelsteinens forbannelse	NO		imdbDisplay		0
tt0097184	12	A Executora	PT				0
tt0097184	13	Demonstone	PH				0
tt0097184	14	A démon-medál átka	HU		imdbDisplay		0
tt0097184	15	Enemigo sobrenatural	ES		imdbDisplay		0
tt0097184	1	A Executora	BR		imdbDisplay		0
tt0097184	2	Brandzeichen der Hölle	XWG				0
tt0097184	3	Il sepolcro della vendetta	IT				0
tt0097184	4	Heartstone	AU		working		0
tt0097184	5	Deathstone	GB				0
tt0097184	6	Demonstone			original		1
tt0097184	7	Demonstone	FR				0
tt0097184	8	Diabelski talizman	PL		imdbDisplay		0
tt0097184	9	Heartstone	US		working		0
tt0097204	1	Dilemma			original		1
tt0097204	2	Dilemma	FR		imdbDisplay		0
tt0097204	3	Dilemma	US		imdbDisplay		0
tt0097204	4	Dilemma	NL				0
tt0097218	1	The Dogs	GB		imdbDisplay		0
tt0097218	2	The Dogs			original		1
tt0097246	1	Das Duell	DDDE				0
tt0097253	1	Deja vu	PL		imdbDisplay		0
tt0097253	2	Дежа вю	UA		imdbDisplay		0
tt0097253	3	Deja vu			original		1
tt0097253	4	Дежа вю	BG	bg	imdbDisplay		0
tt0097253	5	Дежа вю	SUHH	ru	imdbDisplay		0
tt0097253	6	Deja Vu	XWW	en		informal English title	0
tt0097253	7	Déjà vu	IT		imdbDisplay		0
tt0097253	8	Déjá vu	HU		imdbDisplay		0
tt0097259	1	Easy Kill	CA	fr	imdbDisplay		0
tt0097259	2	Muerte cálida	ES		imdbDisplay		0
tt0097259	3	Facile da uccidere	IT				0
tt0097259	4	Łatwe zabójstwo	PL		imdbDisplay		0
tt0097259	5	Easy Kill	DE		imdbDisplay		0
tt0097259	6	Easy Kill	GB		imdbDisplay		0
tt0097259	7	Easy Kill			original		1
tt0097259	8	Easy Kill	US		imdbDisplay		0
tt0097280	1	Engrazia			original		1
tt0097280	2	Engrazia	XWG		imdbDisplay		0
tt0097298	10	Éternité	CA	fr	imdbDisplay		0
tt0097298	11	Eternity			original		1
tt0097298	12	A Magia do Amor	PT		imdbDisplay		0
tt0097298	1	Eternity	US		imdbDisplay		0
tt0097298	2	Eternity	GB		imdbDisplay		0
tt0097298	3	Avatar: Wiedergeburt des Bösen	DE		imdbDisplay		0
tt0097298	4	エタニティ 永遠の愛	JP	ja	imdbDisplay		0
tt0097298	5	Eternity: O Guerreiro do Tempo	BR		imdbDisplay		0
tt0097298	6	Eternidad	MX		tv		0
tt0097298	7	Evil Brother - Der Wanderer zwischen den Zeiten	DE			DVD box title	0
tt0097298	8	Wieczność	PL		imdbDisplay		0
tt0097298	9	Вечност	BG	bg	imdbDisplay		0
tt0097310	1	Ex libris	SE		imdbDisplay		0
tt0097310	2	Ex libris			original		1
tt0097318	10	Purinsu Maruko: Chichuukai no Byouteki	JP		imdbDisplay		0
tt0097318	11	Oko wdowy	PL		imdbDisplay		0
tt0097318	12	Malko	AT		tv		0
tt0097318	1	Dødens købmænd	DK		video		0
